pimples attack! Arghhhhhhhhh 	0
i'm going global .. 	4
@tferraro @soverpeck @rhetter ACTUALLY...a potato is a tuber, but it's also known as a root vegetable...hey I'm Irish and know my spuds 	4
Any plans for this weekend? I'm going to Tokyo. YAY! I can't wait for shopping at Forever21!!  Gonna have a girls night. maybe;)	4
Wooo I picked my sister and I miss the empty house. 	0
@adaftscotslass Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip 	4
@minamic: Very true. 	4
i have no idea how i'm going to fix things with me and landon! i want things back to normal but i don't know how and if that is possible 	0
I work 9-6 today with bitch boss 	0
Im a very open girl and if you remain respectful, we will have a lot of fun  See my pics here http://sa9.us/HornySophie	4
I'm saying good bye to a good friend tonight... kinda sad 	0
@garethb2  That's awesome, much love for the Gareth clan.	4
@_Enigma__ I say stick to your guns...it will drive the women crazy. 	4
is really BORED!!!   http://plurk.com/p/13cyrd	0
is sad she couldn't go out with her girls tonight  It's been too long....	0
well just had a minni thunder storm   so scary ok not that scary but hey	0
Congrats @ashleytisdale!  @mileycyrus youll win for Last Song eventually, girl, dont worry!	4
@NickHexum Please play Daisy Cutter+Jackpot+the rest of Uplifter in Atlanta. That'd be a pretty good 4th of July. 	4
already miss baby donkey 	0
Off to the Miss Bikini Philippines pageant. Thanks to @veggiecircle for the ticket! 	4
Sad I still cant seem to preorder a sim free/payg 3GS. Get the impression because I'm happy with Â£15 p/m instead of Â£30 I'll have to wait 	0
woot! i have 77 points on my subway card! 75 points is a free foot long!  going to get it now!	4
@Maximilus LOL seems someone put the bulls eye on your back... ushikwapo shikamana 	4
David started basic Wednesday and they took his phone for who knows how long... missing his voice and his kisses 	0
I've prepared My School Thingy. 	4
off for a BBQ this aft! 	4
@modus_operandi what is zaceed!? Also, nice tat @markdamgaard. 	4
@ElleChanel want to shoot...but i'm not in charlotte .. 	0
Plans for today: Lunch with my darling Leila, getting my hair cut... Ok, that's the good part 	4
oh yay torchwood has gone up to 20% its so slow 	0
@PollyPocket3 do you hate us ? 	0
@nantastiic she was in a coma after a car accident 	0
@erincampos the rain is in the jar. my stupidity included 	0
@aalikesness No doubt, let's make it happen - hit me at fuseboxradio@gmail.com! 	4
@TheUncoolest 	4
Download Opera Browser Free! Supporting Web Standards   http://bit.ly/w1WIR	4
I'm obsessed with twitting  haha	4
@jonasbrothers dear nick jonas, please teach me how to play the glockenspiel. that is just about the coolest instrument name ever. 	4
@nadalnews Yeah  Mathieu totally choked in the 3rd set to let Rog win as well. Djokovic played TERRIBLY.  	0
@benlizzotte so i think you should work for the discovery channel b/c then it would be media AND sharks! 	4
going to take some photo and ride my whole new bike~~ 	4
At Meg's, Neck Ache From Plugged  xxx	0
@FireMom Taco Pie sounds kind of heavenly 	4
@BayAreaCheap there r a few of us local yocals around  happy to find u on twitter 2day	4
@pogue  I was making a play on the term &quot;virtual seminar&quot;	4
@BondiVet Sean has something for you, make sure he passes it on this week... 	4
@FredroC1469 most of the time 	4
BlackBerry troubles all over.. fortunately enough I don't have one! My HTC Touch works fine, for almost 2 years! 	4
@lakersnation went 2 the 3rd one in grade7. dat was unforgettable. Maddog was dancing n everything.  i seriously want a parade dis year 2.	4
@marqueshouston We are the &quot;Fugazi Patrol&quot; &amp; our motto is &quot;If u see a clown point em out&quot; please let everyone know about us 	4
i've watched titanic hundreds of times but leo dying still gets me every time. 	0
Roast in the cooker and cakes in the oven soon.  Good morning!  Hope everyone is well today 	4
Bank card fraud victim  $1,600 spent in 24hs. $400 at Celebrities, $400 at Richards on Richards and $800 at Safeway.	0
UP in 3d movie date 	4
@misstoriblack cool , i have no tweet apps  for my razr 2	0
iPhone 3GS and N97 launching in Australia on the same day. Feel the marketing hype kicking into overdrive for the next 2 weeks 	4
baby's chicken pox are soo bad on the face, I am afraid she might have scars 	0
My server has been going down lots lately, it makes me a sad WoW player  lol	0
@lexia well done on all your reporting.  Haven't been vocal but have enjoyed and appreciated your work. Cheers lady. 	4
@DVDeMm Want my Amazon box to arrive.  Probably Royal Mail playing football with it!	0
I am so stressed 	0
@judez_xo ugly kids there?  woahh where am i then. 	0
tried to check out your site @poeticmindset ... not working 	0
I'm hungry.  I'll eat noodles and nothing but noodles, is that bad?	0
going to be live blogging the #freshnet session over here -  http://twurl.nl/ynxqkj - hit refresh every now &amp; again 	4
@FzMcFadden No worries, was looking for some retail activity  Thanks though	4
@aleahhh season is almost done with babe 	0
I can finally go to bed now that I know who gets the gold logie,  im disappointed it wasn't rove though  	0
@JosephFrost Yeahh, that would be pretty awesome. 	4
CEO is on the floor today. Need to be careful while surfing today. It's all work and no play day. 	0
@greekpeace I LUV buying children's bks (well all bks really... Its an obsession!). Good think its part of my daily job to buy/read them 	4
VISA process for SAUDI is messing up my week. Not sure if I am going to Effat/Jeddah yet!  Over 40 so fingers crossed. ;-)	4
Friends with scott again 	4
FCK-Brï¿½ndby 4-0! 	4
Busy Busy weekend! Wow! Just finished a cake smash shoot for my son's 2nd birthday this week. Messy fun was had by all 	4
just stepped on un chicharrone....crumbs 	0
@Remy_Foster LOL I'm in your favourites 3 times!!! 	4
Too full of fizz but not enough cider 	0
@siamusic the land of replies is indeed a labourius place  at least you know you're loved!  xo	4
U still waiting for still update! I've been sitting like a mad man all day! 	0
@RobinBrown78 You mean you're not a celeb? only followed you thinking you were related to Gordon silly me 	4
@DavidArchie I'm running a fever  If you gave me a shoutout I swear I'd get better! (HINTHINT!) HAHAHA.	0
@MolotovCupcake What type of dog is it? I tried to name my dog (half chow, half lab) Moogle years ago but that got vetoed 	0
at school...listining to die Ãrzte - Westerland...great song really..btw i'm so tired...i sleeped between 02:30 and 05:30..thats bad 	0
Just downloaded a new Twitter app for my phone. So much better already. 	4
On my way home, giving twin atlantic a miss. couldnt even get into the courtyard they were in. Thats twice ive missed them now! 	0
@cassiyang crash but quite obviously i'm still awake. gonna study history later. 12 days more to terms!! are you feeling better now tho? 	4
to sum up my day in one word ......... kackered! 	4
teary-eyed, hoping my cousin will find the strength to stay alive from cancer.. 	0
@MothersAnthem I have a request! Play Structure of a Heart tonite please 	4
@besz I will tell you on Thursday all about Tuesday, I promise. How bout I skip all this, and just eat the monkey for breakfast? 	4
beach trip and a show 	4
waiting for my hoe to come back 	0
@ the booptys crib watching chucky 3 with the little one my boopty aint feeling well 	0
@TomFelton so will i  TEAM DRACO !!!! whoooh.	0
holy careful cropping, batman!    http://bit.ly/iNjhI	4
I seem to be making a habbit out of not falling asleep until very late 	0
@stephenfry Oooo, Sound's good 	4
On a JEW mood. Downloading Futures. Chase the Light naman mamaya. Haha. 	4
i can't believe this is all part of my detox (it is) because i was so fine and now i'm talking all core wounds! oh my god! jesus help me! 	4
someone needs to bring be drugs. i wish to not have a sore throat any longer advil/tylenol seem not not work anymore 	0
@MissGC : You should!! It's highly recommended!! XD Oh, some people said that @BrianEHanerJr was an impostor 	0
@ddlovato I wish I was a celeb like you, Miley Cyrus, Selena Gomez, Taylor Swift, and all those pretty girls out there! 	4
@paddyrules home is mums house lol hm maddens could be a plan, am actually stone cold broke atm tho not even sure i could afford door fee 	0
@babygirlparis hope you have a great weekend,Paris 	4
@jakeashley http://twitpic.com/6gcq4 - it's freaking awesome,haha love the monacle 	4
@DaisyReyes ohh ok! thanks! i'll add you tomorrow! because i'm too lazy to open my ym! hehe! 	4
@catts me too 	0
@Nassira yep.yep. day job is kicking my butt at the moment. 	0
We should have brought a flask with v0dka. Hahaha. 	4
@AngelIVXXX very good price 	4
Walk is canceled today       It is pouring in Olive Branch.	0
@ryanstar http://twitpic.com/6ub7v - Great view 	4
@TheWayIRoll I don't know where is she... but I miss her  ahah goodnight honey! n.n	0
Flatmates are still in the bathroom! ARGGH!! 	0
@TwilightilDawn Oh man I want palm trees and the beautiful ocean! Not cow town CO  Follow @peterfacinelli @billy_burke	0
@3aneeda ma 36ach ma 3a6anee... the QUEEN of online shopping 	4
seems like a nice day-guess it's off to the park with my lil man 	4
has to go. bye  http://plurk.com/p/z2e6x	4
23 or 24ï¿½C possible today. Nice 	4
@shullygully yeah i watched the game! haha. felt really sleepy throughout the game though. kane must be depressed 	4
Stupid phone got retarded today and now so sad over lost pictures. Bye bye past few weeks... 	0
@TheEllenShow I wish I was in Chicago 	0
School email won't open  and I have geography stuff on there to revise! *Stupid School* :'(	0
Dam texts woke me up 	0
Sittin on a train platform waitin for a train. Quite possibly hav just failed another test 	0
Ugh,my laptop randomly stopped working...*Panick*-Oh no,what have i done?! 	0
hillsong tom. night, and dad's birthday! i wish i could see him on his bday though. 	0
Feels like shit and can't get any sleep  meh	0
@BrianLimond ta. we're not all racists 	0
@gfalcone601 well at least you had a great time and thats what's important! 	4
uni. home work 	0
@aleshacal my phone is dying  no charger here!	0
@chrishasboobs AHHH I HOPE YOUR OK!!! 	0
@ScarlettHarlott Sadly , I've never seen a single episode. I know , I'm fired , right? 	0
hungry,tired,yet in a great mood! 	4
A little sad  pretty bad news and feel too much insecure about my playing.	0
Ahh, I'm stuck... For my birthday I can either get a new phone (SMSNG Omnia) or I can get a Sky box in my room... HELP! Idk what to doooo 	0
@Jotebro yw, keep the good stuff flowing 	4
Watched Crank 2.... awesome 	4
would love some sleep, but no, can't afford it 	0
#EU09 In 5 years we need a best coverage. World, take a look here, yes, here, Europe is moving 	4
Finally done all my coursewrok thank god! Time to chillax 	4
at home, restingg 	4
Feels partly responsible about the trouble in Iran cos his avatar STILL isn't green. 	0
I would love the 85mm 1.2 .. but would settle for the 85mm 1.8. I'd also love a 1Dsmark3 for it to sit on 	4
@annaoboe I feel guilty for stealing your Hart tweet now  I don't think he will actually reply an answer though	0
@EdMunster I know don't remind me  ha	0
Where in Singapore do they sell Dujour? 	0
oopss did that twice  D: im such a silly moo.	0
@cinemabizarre http://twitpic.com/3tl66 - aww kiro got cut off 	0
@Burlesquetron oh sorry I didn't see this tweet further down sorry. unhappy DD = 4 champers 4 me + looking 4 hair dye in back of cupboard 	4
I will never like getting up at 5 am  dumb work schedule.	0
off to work    byeee xox	0
G'night,  I'll try to get on tomorrow! 	4
@mark_hadfield That's the other solution.  But it then stops genuine people from following you spontaneously based on your tweets.	4
@Jagusti shit! I thought it was months away  I'm not in Sheffield this weekend 	0
@Dee_Dee_3 high low 	4
@augustjoki @ryannielsen Office printer does not work for us- Canon MF4370dn - improperly installed driver error 	0
still recovering from this weekend.  at least I'm off today...	0
getting to roll out on his 255/70/16's yeaah im a white rapper 	4
@everydaystrange very exciting stuff! I'm taking my mum to get one for her birthday this year. She's gonna be 60 	4
Shout out to the Koblers... As Sure as the Dawn, here we go! Thanks again 	4
at work  then back to my baby's house 	0
Summer of checking out colleges back east for &quot;T&quot;. Graduating class of 2010... Holy shit!  	0
@kimgoss i been saying that the past 2 weeks that i miss playing spades and drinkin chillin.. the good old days.. let me know baby 	4
Just cleaned my room 	4
If you can take criticism and blame without resentment, YOU'RE PROBABLY THE FAMILY DOG  see... http://jijr.com/hitZ cheers, Lou-ann	4
Stinkin' Rushkies score  1-1	0
@xxkamm oh man you hardass  x3	4
not good, not good. 	0
@KSBong  Scrabbles fun.. pac man makes me nervous to play.. those stupid little ghosts chasing you  are you playing scrabble by yourself?	4
@ibbypop haha yeeahh yeahh you know its only till 2:30 so its not too bad! 	4
I though the clothes of AW0910 Collection from +9 designers will be there, together with the visual arts, but it is not 	0
Overly emotional, tired, and I have a headache. 	0
@lolhayley ah i see well i rekon we must be annoying aidan with our twitter whore antics :L cant find anything to watch on tv 	0
@DENISE_RICHARDS love your hair  dont ever cut ur locks 	4
Hate it when I find the perfect pair of jeans online only to find that they are $178!!!  makes me sad. Hello! Skinny Jeans are so perfect.	0
is going to watch the brewer game, eat soup, play sims and sit in a vaporizer filled room. stupid cold. this sucks. 	0
@Lipvixen Did your Curves Lady look like Summer Glau?  Knowing the answer is probably 'no' 	0
@wendywings hehe, better than nothing! What did you end up baking? 	4
The real estate market in Tulare county is so awesome right now!  Lots of buyer's &amp; not enough seller's...that is my problem right now!  	4
friday gimmick in the office  but always looking forward for the weekend!	0
will get blackberry this sunday !!! 	4
@divestoclimb It lets me through, but then gives a &quot;Sorry, no exact matches were found, but other tickets may still be available.&quot; error 	0
Wife just left on a motorcycle ride. I still need to get my Washington plates , so I am at home, Drat! 	0
@KandyChazer it is...but i was told i was gonna be entertained and i wasnt 	0
@seblefebvre Hi Seb! I'm a spanish fan of you.I'm addicted to SP and I think it's the best band in the world!please, come to spain early 	4
@spencerpratt Congrats on the wedding  I'm glad you waited to have a nice traditional wedding!!	4
@andyclemmensen tv on mute cause its boring but then ipod with speakers on timer  now thats how its done.	4
don't want to do my maths exam tomozz  iv left school for good  why make us come back and do them 	0
@bryanchin87 @prakashdaniel I choke on Shisha  Safa still?	0
@qillerm flip your flip flops then 	4
I think that my lovely brother @ScottyHolloway should take me and his lovely sister @Ho11y to Old Town for some dinn dinn &amp; margaritas 	4
My favorite part of the Tonight Show w/ Jay Leno is Jaywalking! Loved it! Will miss it! 	0
Nooo we leave in 2 hours 	0
Watching Wayne Dyer's new program on PBS &quot;Excuses Begone!&quot;. Lower mainlanders can check it out on ch. 27 or 204 on Shaw! Peace 	4
@mumalot I corrected myself 	0
Checking in  Good morning twitter fam! I'm in Miami, up bright and early, ready to hit the gym! xo	4
My hurt just started again inside  thinking about everything makes me wanna go rawr!	0
Just watched hella home movies with my aunt and uncle. I miss the days where our whole family got along 	0
need to charge my mac... 	0
3 hours till SD. longest trip ever. Never again. Ate a salad n pasta at dinner n couldn't even finish my pasta. 	0
The Tonight Show w/ Conan was AWESOME!!! I missed that tall, pale, red-headed man! 	4
My ppl already at Carribean Fusion... heard its poppin... 	4
@boomx17 hey nothign have you checked out my website yet? 	4
@Alyssa_Milano do celebs get more characters than the rest of us? 	4
@pinkymcsian YES bloody work 	0
@rhyanoutrageous thank you 	4
Church of the Highlands @ 11:30 in the Bryant Conference Center! BE THERE!   	4
@bobbi10100 of course i do  xxx	4
@cali_g510 ok   I got you!	4
back from school w/ @_gerardo. Making a grocery run w/ @kellan_craddock before celebrating @chadachi's 22nd birthday with a barbeque. 	4
@dstarr I want my bed  x	0
This tea taste like pure WATER!!!  Yuck!	0
@markmejia and @albertposis just made my day  luvv deemmm!!! haha	4
Wishes @kirstiealley a Happy Mother's Day! 	4
@PaulaAbdul awww, Good luck Paula!! Please don't work too hard  but I hope you have fun  Your new album is gonna be amazing!  xxx	0
@treesyjo yeah, just go to the county where you live. We got out license in multnomah and got married at the coast! 	4
@alexakim LOL... my bad, accidentally deleted it on my work PC, can't get it back til this evening  bad pic anyhow	0
is healthy breakfast then back to geography revision 	0
@mattsmind that's cause they are. I adopted them when my pup got into the nest &amp; ate the others. 	0
http://twitpic.com/7rish - i miss wearin' that jacket... i love the fur, i miss it 	0
@MissJoJoSmith Aw poor Subo 	0
awake messing around on the computer. gotta work in about an hour 	0
I will try to remember to Twitter from the George Strait concert 	4
No 12-hour coma today. I had a nightmare that shook me awake. 	0
Sorry you missed it. Good night! 	4
@k9wkj Great minds think alike 	4
@SaschaScarpulla i grew up with a siberian husky - spoiled me for life  love the name Valentino 	4
Atlantis &amp; Hubble current location now is above Indonesia. Wave your hand guys, wave!  #fb	4
 FML.. today sucks.. i just hope the dance will bring my soul up.. i pray, but im still sad..i hateee todayyyyyy!!! &gt;;(	0
St Andrews is scaring me. 	0
@LaYdeeDeliSh he's definately a strong lil guy! 	4
@dawnmcwilliams Saha 	0
Hai, anyone wanna hang? 	4
waiting for my dad to pick me up. we're gonna watch a movie  btw, new photos SOON! 	4
@powersurf OH I've Got a case. I designed it. Someone idiot stole it and I can prove it. If they want to play hardball,I'm game. 	4
just booked my driving test 	4
I can NOT believe my baby girl is 3!! I know I'm  lame b/c I'm actually sad about this!!I don't want her to grow up boo hoo 	0
@amf7 Thank you for reminding me! I actually have something in mind given the date. Hint, it's Star Trek related. 	4
Good morning everyone in this twitter world! Bangun jam segini mulu  http://myloc.me/23fl	0
Another loser: i lost the game  http://tinyurl.com/cfz2lj	0
@onesugarplease had an awesome weekend thanks, lots of miles on the bike!  hope your paella was good 	4
#weekofwin I WON 2 sim cards  the blood the pain... I'm upset, feel robbed, but will continue for my search... N97box reviews to come ...	0
@ABBSound Ð´Ð°. Ð¼Ð¾Ð¹ ÐºÐ°Ðº ÑÐ°Ð· Ð¿Ð¾Ð¶ÑÐ°Ð», Ð·Ð°Ð»ÐµÐ· Ð½Ð° ÑÐºÐ°Ñ Ð¸ Ñ?Ð¿Ð¸Ñ. Ð¾ÑÐ°ÑÑ Ð½Ð¾ÑÑÑ Ð±ÑÐ´ÐµÑ ÐºÐ¾Ð³Ð´Ð° Ð²ÑÑ?Ð¿Ð¸ÑÑ?Ñ? 	4
@BambuDePistola Don't worry. They are fresh outta bootcamp and I got me a war vet - there's no comparison 	4
@tr74fpp Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip 	4
had a very good night 	4
F to the Y to the I: I'm now home, but my stupid phone is still @ the office, so don't bother calling or texting me tonight. 	0
@bethbabezz did you have a good time at the party beth? 	4
@dbferguson I'm using an Asus. Forget which one at the moment since I don't have it near me.But my complaints are similar to yours. 	0
definitely just failed my exam 	0
how would you feel if @taylorswift13 was in a GoBernos video? eh eh 	4
@CamilleJ it was supposed to go live on tv but it didn't happened in the end  that would have been cool being on the bbc...	0
Ugh, so bored today! 	0
Issue of Echelon?..Are they behind some Botnets also? ..you can watch...http://tinyurl.com/c8dns8  ah..but dont think like that 	4
@dbdc We should be confident, especially with our home form. King Is a big miss though, but I've got lots of faith in Dawson. COYS! 	4
Downtown Disney 	4
going to bed.  i wish the hubby had more time off 	0
After 3 days of Safari 4 it seems as it finally grew up, and Firefox got fat and old 	0
Off to london biggin hill 	4
Hmmm.... My whole body feels sore! 	0
@Spitphyre girls i am outta it then  my exams	0
Some dark clouds in #indiavotes #indiavotes09 #India #election : vote bank politics and dynastic politics / sycophants still rules. 	0
@Mickie_1 thanks 	4
I'm saying goodbye to Sydney for a few days, and Hello to Rapeville.... I'll miss pretty 	0
@nadalnews that's awful 	0
@PiKaHsSo Sup fam? Hope you have a GREAT weekend! Keep doing what u do, we appreciate u 	4
Exams soon ! 	0
@jo_whit  Of course I do.	0
Listening to the Nutcracker.  Who says it's only a Christmas thing?! 	4
@officialnjonas you speak my name in chat? please?I am a big fan your...follow me? 	4
@SasaLoves I'm here princess!  Need to try to eat something before I drink. Still having waves of nausea - I should have napped 	0
@LexiePixie your tarot twreading is next. 	4
@TessaDare  LOL. Mine is 6 and I know yours are younger and you have 2. Hopefully I'll hit that time before you. 	4
hungova n feelin very sorry 4 maself!! had a wicked nyt wit the girlies tho! luv them soooooo much 	4
im trying to convince alexis to stay up with me and ryan... i dont think its working so well! 	0
@Footballwife your flower is cool.  I just didn't expect it... lol   THanks for the locator link!   i'm craving ice cream-cookies &amp; cream	4
Damn you bbs there is no parking 	0
@holyghost_girl: @2pach?! Well you let him be your bffl  	0
@monzongo2009 OH NO!!!  Get well soon   I'm trying to get well myself in the midst of Merola.  Sending you virtual antibiotics 	0
@TiannaChaos i know  just family drama. its lame.hey next time u hang out with kim n u guys like have a sleepover or whatever, ill call u	0
mandy doens't even like noodles! that's insane! 	0
@LadyOfDnB so i just got updated with the js blogspot thing... thats so retarded 	0
@Theprettyartist I undestand the 'vicar types' comment now 	4
@Armywife515 Ohhhhhh.....hmmmmm...I think Saturday should be about food!! hahaha...I am not sure..Guess i could start that 	4
about to pour in orlando 	0
@tweenkle77 @aileen2u2 @WTFJAY @meghanwood @MisterNoodle according to tweetdeck, I am my only friend 	0
@allieraebot r u feeling better? i really hope so..  im sad u were sick...	0
@KrisAllenmusic I'll be sure to vote for you in that competition.  A star with your name on it would go well with your Idol Trophy!	4
sore throat 	0
Not looking forward to work AT ALL today. 	0
@ObsessedDiamond http://www.alexandraburkeofficial.com/forums/ click 'register' and you're away!  Don't forget to introduce yourself!	4
I have got such a sore stomach!!! At home sulking 	0
Must now learn english for testpaper tomorrow. BÃ¤Ã¤Ã¤Ã¤hhh  I have wrote Autumn Reeser an email!!!!! Hope she answer me......	0
great night ... drinking beer and watching signs , and i'm HOME ALONE , it's 11:38pm and pitch black outside.... 	0
uploading photos from photoshoooot  guitarist is uber persistant..they're coming!	4
@softjunebreeze Ex-factor.... Me too 	0
morning tweeple. London is awash with precipitation. 	0
@racingleager thanks for the article on danica 	4
on lunch....dj should come eat with me 	4
@bowwow614 In your option i have to take tha nice guy 	4
I can't seem to fall asleep tonight 	0
Starting to wonder if my future landlord is crazy or prejudice against americans.. this may not end well 	0
great run tonight, now off to bed.. got to get up earlier to do my morning workout.. gonna be a long day tomorrow! got to go back to work 	0
Working today. Closing. 2 - 11. Missing out on Ming's birthday dinner/party. 	0
@laurensbite What the....? I am so jealous! Where do we go for coverage? The &quot;go here for details&quot; wasn't clickable   Happy 4 you!!!!	0
Sad that @mimigee will no longer be a fixture when i go visit NYC   Good luck at school!	0
Rumours OS 3 being released when Apple employees get into work (9am). Therefore 5pm uk time 	0
@BT_broadband Ah, well, we're both in the same boat then. I switched because they were throttling the speed every single night. 	0
@HuniB oOhwee naw i just been chillin tryna get use to this new work schedule of having to be at wrk @ 7... 	0
bob to the top high school musical porno. ftw 	4
@edicius during this Stanley Cup match up, yes, I am a Pens fan. 	4
@giloi2009 Yeah I got excited by seeing that changelog, then was bitterly disappointed there's no push notifications for Facebook 	0
That should give you happy thoughts 	4
I'm leaving work now. Trying to decide if I return on Sunday afternoon or Monday 4 am to meet a noon (UK time) deadline. 	0
I'm out... *kicks Twitter*  	0
i have find my someone 	4
lets blow stuff up 	4
Helping out @ Corner Stone tonight 	4
http://digg.com/d1twJ0 sad  i was rootin' for her!	0
@peanut2468 basically i was going 2 go 2 ur casa as soon as i got my license but u wernt home so... 	4
@amymacdonald1 Congrats on the 4x platinum  It's a fantastic album, one of my favs	4
I'm having an allergic reaction to silver earings 	0
typical - went home and got changed.  put my rugby jumper on cos i thought it was a bit chilly and now the suns out 	0
out of smokes and broke as a mothafuckerrr 	0
my sister's friend threw something at her head &amp; now it's bleeding. 	0
